,Academic_Year,City_Name_En,Current_Training_Center_Name_En,University_Name,Number_of_Trainees,Exclude_from_chart
5985,2020,Madinah,College of Dentistry Taibah University in Medina,Unknown,3,yes
5986,2020,Madinah,JointProgram for Preventive Medicine in Madinah,Unknown,3,yes
5987,2016,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Unknown,3,yes
5988,2016,Arar,The program of the Ministry of Health in Arar,Unknown,3,yes
5989,2020,Riyadh,King Khalid University Hospital in Riyadh,Almaarefa University,3,no
5990,2016,Dammam,Imam Abdulrahman Al Faisal Hospital in Dammam,Imam Abdulrahman Bin Faisal University,3,no
5991,2020,Riyadh,King Khalid University Hospital in Riyadh,King Khalid University,3,no
5992,2020,Riyadh,King Khalid University Hospital in Riyadh,Qassim University,3,no
5993,2020,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Umm Al Qura University,3,no
5994,2020,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,University Of Imam Muhammad Bin Saud Islamic University,3,no
5995,2020,Riyadh,King Saud Medical City in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3,no
5996,2016,Dammam,Dammam Medical Complex,King Khalid University,3,no
5997,2020,Riyadh,King Saud Medical City in Riyadh,Misr University For Science And Technology - Egypt,3,no
5998,2016,Dammam,Dammam Medical Complex,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3,no
5999,2020,Riyadh,King Saud Medical City in Riyadh,Taibah University,3,no
6000,2020,Riyadh,Medical Center at King Fahd Security College in Riyadh,Unknown,3,yes
6001,2020,Riyadh,National CARE Hospital in Riyadh,Unknown,3,yes
6002,2020,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,3,no
6003,2020,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,King Saud University,3,no
6004,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,University Of Tabuk,3,no
6005,2020,Riyadh,Prince Sultan Military Medical City in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3,no
6006,2020,Riyadh,Prince Sultan Military Medical City in Riyadh,Imam Abdulrahman Bin Faisal University,3,no
6007,2020,Riyadh,Prince Sultan Military Medical City in Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,3,no
6008,2016,Alkharj  ,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,King Saud University,3,no
6009,2020,Riyadh,Riyadh First Health Cluster,Northern Borders University,3,no
6010,2020,Riyadh,Riyadh Second Health Cluster,King Abdulaziz University,3,no
6011,2020,Riyadh,Riyadh Second Health Cluster,King Faisal University,3,no
6012,2020,Riyadh,Riyadh Second Health Cluster,King Khalid University,3,no
6013,2020,Riyadh,Riyadh Second Health Cluster,Taibah University,3,no
6014,2020,Riyadh,Riyadh Second Health Cluster,University Of Imam Muhammad Bin Saud Islamic University,3,no
6015,2016,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,King Saud University,3,no
6016,2016,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,King Saud Bin Abdulaziz University For Health Scinces,3,no
6017,2020,Riyadh,Security Forces Hospital in Riyadh,Al Jouf University,3,no
6018,2020,Riyadh,Security Forces Hospital in Riyadh,Almaarefa University,3,no
6019,2020,Riyadh,King Khalid University Hospital in Riyadh,Alfaisal University,3,no
6020,2016,Dammam,King Fahd Specialist Hospital in Dammam,October 6 University - Egypt,3,no
6021,2016,Jeddah,JointProgram for Orthodontics- Jeddah,Unknown,3,yes
6022,2020,Riyadh,AlYamamah Hospital in Riyadh,Almaarefa University,3,no
6023,2020,Madinah,Maternity and Children Hospital in Medina,University Of Tabuk,3,no
6024,2016,Jeddah,JointProgram for Community Medicine in Jeddah,Umm Al Qura University,3,no
6025,2016,Jeddah,"Joint training program in the Western Region, Jeddah",King Abdulaziz University,3,no
6026,2020,Madinah,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,King Abdulaziz University,3,no
6027,2016,Jeddah,Joint Program for Family and Community Medicine - Jeddah,King Khalid University,3,no
6028,2020,Makkah,JointProgram for Family Medicine in Makkah,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3,no
6029,2020,Makkah,King Faisal Hospital in Mecca,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3,no
6030,2016,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Umm Al Qura University,3,no
6031,2020,Makkah,Security Forces Hospital in Mecca,Batterjee Medical College,3,no
6032,2020,Makkah,Security Forces Hospital in Mecca,King Abdulaziz University,3,no
6033,2016,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,King Abdulaziz University,3,no
6034,2016,Jeddah,Azizia Maternity and Pediatric Hospital in Jeddah,Umm Al Qura University,3,no
6035,2020,Manama,Salmaniya Medical Complex in Manama,Imam Abdulrahman Bin Faisal University,3,no
6036,2020,Riyadh,Al-Iman Hospital in Riyadh,King Faisal University,3,no
6037,2016,Jazan,General Directorate of Health Affairs in Jazan Region,King Abdulaziz University,3,no
6038,2020,Riyadh,King Fahad Medical City in Riyadh,University Of Tabuk,3,no
6039,2020,Riyadh,Comprehensive Specialized Clinics West of Riyadh,King Saud University,3,no
6040,2020,Riyadh,Dental complex in north of Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,3,no
6041,2016,Hofuf,King Fahad Hospital in Hofuf,Imam Abdulrahman Bin Faisal University,3,no
6042,2020,Riyadh,Dr. Sulaiman AlHabib Medical Group in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,3,no
6043,2020,Riyadh,Eradah Mental Health Complex in Riyadh,Unknown,3,yes
6044,2016,Dubai,Rashed Hospital in Dubai,Dubai Medical College For Girls,3,no
6045,2016,Dhahran,King Fahd Military Medical Complex in Dhahran,King Saud Bin Abdulaziz University For Health Scinces,3,no
6046,2020,Riyadh,"Joint training program in the central region, Riyadh",King Abdulaziz University,3,no
6047,2020,Riyadh,JointProgram for Oral Maxillofacial Surgery - Riyadh,King Khalid University,3,no
6048,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Al Jouf University,3,no
6049,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Jazan University,3,no
6050,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Prince Sattam Bin Abdulaziz University,3,no
6051,2020,Riyadh,King Fahad Medical City in Riyadh,Alfaisal University,3,no
6052,2016,Dammam,Saud AlBabtain Cardiac Center in Dammam,Unknown,3,yes
6053,2019,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,Umm Al Qura University,3,no
6054,2016,Najran,General Directorate of Health Affairs in Najran Region,King Khalid University,3,no
6055,2019,Jazan,University Medical Center in Jazan University,Unknown,3,yes
6056,2019,Makkah,Alnoor Specialist Hospital in Mecca,King Khalid University,3,no
6057,2019,Madinah,Forensic Medicine Center in Medina,Unknown,3,yes
6058,2016,Riyadh,Riyadh Second Health Cluster,King Saud Bin Abdulaziz University For Health Scinces,3,no
6059,2016,Riyadh,Riyadh Second Health Cluster,King Khalid University,3,no
6060,2019,Madinah,JointProgram for Family Medicine in Madinah,King Abdulaziz University,3,no
6061,2016,Riyadh,Riyadh First Health Cluster,Unknown,3,yes
6062,2016,Riyadh,Riyadh First Health Cluster,King Saud Bin Abdulaziz University For Health Scinces,3,no
6063,2019,Madinah,JointProgram for Family Medicine in Madinah,University Of Tabuk,3,no
6064,2019,Madinah,JointProgram for Family Medicine in Madinah,Unknown,3,yes
6065,2019,Madinah,JointProgram for Preventive Medicine in Madinah,Unknown,3,yes
6066,2019,Madinah,Maternity and Children Hospital in Medina,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3,no
6067,2019,Madinah,Maternity and Children Hospital in Medina,Umm Al Qura University,3,no
6068,2019,Madinah,Maternity and Children Hospital in Medina,University Of Tabuk,3,no
6069,2019,Madinah,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,King Abdulaziz University,3,no
6070,2019,Makkah,Alnoor Specialist Hospital in Mecca,Jeddah University,3,no
6071,2019,Makkah,Hera General Hospital in Mecca,King Abdulaziz University,3,no
6072,2016,Riyadh,Riyadh Second Health Cluster,Umm Al Qura University,3,no
6073,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Almaarefa University,3,no
6074,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Al Jouf University,3,no
6075,2019,Makkah,JointProgram for Family Medicine in Makkah,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3,no
6076,2016,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Qassim University,3,no
6077,2016,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Taibah University,3,no
6078,2019,Makkah,King Abdullah Medical City in the Holy Capital,University of Aden,3,no
6079,2016,Riyadh,Pedodontics Combind Prg(Riyad),King Abdulaziz University,3,no
6080,2019,Makkah,King Faisal Hospital in Mecca,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3,no
6081,2019,Makkah,Security Forces Hospital in Mecca,Batterjee Medical College,3,no
6082,2019,Makkah,Security Forces Hospital in Mecca,King Abdulaziz University,3,no
6083,2019,Manama,Salmaniya Medical Complex in Manama,Imam Abdulrahman Bin Faisal University,3,no
6084,2016,Riyadh,Medical City of King Saud University in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,3,no
6085,2019,Riyadh,AlYamamah Hospital in Riyadh,Almaarefa University,3,no
6086,2019,Riyadh,Dr. Sulaiman AlHabib Medical Group in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,3,no
6087,2019,Madinah,Eradah Mental Health Complex in Medina,Unknown,3,yes
6088,2019,Madinah,Eradah Mental Health Complex in Medina,Taibah University,3,no
6089,2019,Riyadh,Joint Training Program in the Central Region,King Abdulaziz University,3,no
6090,2016,Taif,Prince Mansour Military Hospital for Community Medicine in Taif,Unknown,3,yes
6091,2017,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,King Saud University,3,no
6092,2017,Al-Ahsa,Almousa Specialist Hospital in Alahsa,Unknown,3,yes
6093,2017,Al-Ahsa,Almousa Specialist Hospital in Alahsa,King Faisal University,3,no
6094,2017,Al-Ahsa,"Al-Jabr Hospital for ophthalmology,ear, nose and throat in Alahsa",King Faisal University,3,no
6095,2019,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Umm Al Qura University,3,no
6096,2017,Abha,General Directorate of Health Affairs in Aseer Region,Najran University,3,no
6097,2019,Jeddah,Eradah Complex - Psychological Services in Jeddah,King Abdulaziz University,3,no
6098,2019,Jeddah,Eradah Complex - Psychological Services in Jeddah,Umm Al Qura University,3,no
6099,2019,Jeddah,"Joint training program in the Western Region, Jeddah",King Khalid University,3,no
6100,2016,Yanbu,Royal Commission Medical Center in Yanbu,Umm Al Qura University,3,no
6101,2019,Jeddah,JointProgram for Family Medicine in Jeddah,King Khalid University,3,no
6102,2019,Jeddah,King Abdulaziz Hospital in Jeddah,King Khalid University,3,no
6103,2019,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Batterjee Medical College,3,no
6104,2019,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Jeddah University,3,no
6105,2019,Jeddah,King Abdulaziz University Hospital in Jeddah,University of Aden,3,no
6106,2016,Riyadh,Security Forces Hospital in Riyadh,Jazan University,3,no
6107,2019,Jeddah,King Fahd General Hospital in Jeddah,Batterjee Medical College,3,no
6108,2016,Taif,King Abdulaziz Specialist Hospital in Taif,Umm Al Qura University,3,no
6109,2019,Jeddah,King Fahd General Hospital in Jeddah,Taif University,3,no
6110,2019,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Jazan University,3,no
6111,2016,Taif,Armed Forces Hospital in Al-Hada in Taif,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3,no
6112,2019,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Jazan University,3,no
6113,2016,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Umm Al Qura University,3,no
6114,2019,Jeddah,Maternity and Children Hospital in Jeddah,King Abdulaziz University,3,no
6115,2019,Jeddah,Maternity and Children Hospital in Jeddah,Unknown,3,yes
6116,2019,Jeddah,Ophthalmology Hospital in Jeddah,Unknown,3,yes
6117,2019,Jeddah,Vision College of Dentistry and Nursing Clinics in Jeddah,Unknown,3,yes
6118,2019,Jouf,Muktt 5 primary health care center in Aljowf,Al Jouf University,3,no
6119,2016,Riyadh,Security Forces Hospital in Riyadh,Taibah University,3,no
6120,2016,Riyadh,Security Forces Hospital in Riyadh,Saudi Commission For Health Specialties,3,no
6121,2019,Riyadh,Eradah Mental Health Complex in Riyadh,Unknown,3,yes
6122,2019,Riyadh,Joint Training Program in the Central Region,King Saud University,3,no
6123,2016,Riyadh,AlYamamah Hospital in Riyadh,University Of Imam Muhammad Bin Saud Islamic University,3,no
6124,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Al Jouf University,3,no
6125,2017,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,University Of Imam Muhammad Bin Saud Islamic University,3,no
6126,2019,Riyadh,Riyadh Second Health Cluster,Taibah University,3,no
6127,2019,Riyadh,Riyadh Second Health Cluster,University Of Imam Muhammad Bin Saud Islamic University,3,no
6128,2016,Riyadh,King Fahad Medical City in Riyadh,Al Jouf University,3,no
6129,2016,Riyadh,King Abdulaziz University Hospital in Riyadh,King Saud University,3,no
6130,2019,Riyadh,Security Forces Hospital in Riyadh,Almaarefa University,3,no
6131,2019,Riyadh,Security Forces Hospital in Riyadh,Jazan University,3,no
6132,2019,Riyadh,Security Forces Hospital in Riyadh,Taibah University,3,no
6133,2019,Riyadh,University Dental Hospital at King Saud University in Riyadh,King Saud University,3,no
6134,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Princess Nora Bint Abdul Rahman University,3,no
6135,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Misr University For Science And Technology - Egypt,3,no
6136,2019,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Qassim University,3,no
6137,2019,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Al Jouf University,3,no
6138,2019,Taif,Armed Forces Hospital in Al-Hada in Taif,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3,no
6139,2016,Riyadh,JointProgram for Psychiatry in Riyadh,Unknown,3,yes
6140,2019,Riyadh,Riyadh First Health Cluster,King Saud University,3,no
6141,2019,Taif,Eradah Mental Health Complex in Taif,Taif University,3,no
6142,2016,Riyadh,JointProgram for Preventive medicine-Riyadh,King Saud University,3,no
6143,2016,Riyadh,JointProgram for Periodontics- Riyadh,King Saud University,3,no
6144,2019,Taif,Eradah Mental Health Complex in Taif,Unknown,3,yes
6145,2016,Riyadh,JointProgram for Pediatric Dentistry- Riyadh,Unknown,3,yes
6146,2016,Riyadh,JointProgram for Orthodontics- Riyadh,Unknown,3,yes
6147,2019,Taif,King Abdulaziz Specialist Hospital in Taif,Umm Al Qura University,3,no
6148,2019,Taif,Prince Mansour Military Hospital for Community Medicine in Taif,Unknown,3,yes
6149,2016,Riyadh,Joint Training Program in the Central Region,University Of Imam Muhammad Bin Saud Islamic University,3,no
6150,2016,Riyadh,Joint Training Program in the Central Region,Umm Al Qura University,3,no
6151,2019,Taif,The program of the Ministry of Health in Taif ,Taif University,3,no
6152,2016,Riyadh,Joint Training Program in the Central Region,Imam Abdulrahman Bin Faisal University,3,no
6153,2016,Riyadh,General Directorate of Health Affairs -for Family Medicine in Riyadh,King Saud University,3,no
6154,2016,Riyadh,Dr. Sulaiman AlHabib Medical Group in Riyadh,King Saud University,3,no
6155,2019,Riyadh,Riyadh First Health Cluster,Northern Borders University,3,no
6156,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,Jazan University,3,no
6157,2019,Riyadh,Joint Training Program in the Central Region,Umm Al Qura University,3,no
6158,2019,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Al Jouf University,3,no
6159,2019,Riyadh,"Joint training program in the central region, Riyadh",King Abdulaziz University,3,no
6160,2019,Riyadh,"Joint training program in the central region, Riyadh",King Khalid University,3,no
6161,2019,Riyadh,JointProgram for Forensic Medicine-Riyadh,Unknown,3,yes
6162,2019,Riyadh,JointProgram for Oral Maxillofacial Surgery - Riyadh,King Khalid University,3,no
6163,2019,Riyadh,JointProgram for Pediatric Dentistry- Riyadh,Unknown,3,yes
6164,2019,Riyadh,JointProgram for Preventive medicine-Riyadh,King Saud University,3,no
6165,2016,Riyadh,King Saud Medical City in Riyadh,Misr University For Science And Technology - Egypt,3,no
6166,2019,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3,no
6167,2019,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Najran University,3,no
6168,2019,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Prince Sattam Bin Abdulaziz University,3,no
6169,2019,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Sana'A University - Yemen,3,no
6170,2019,Riyadh,King Fahad Medical City in Riyadh,Sana'A University - Yemen,3,no
